"xloc","yloc","cwddia","cwdlen","cwdpil","cwddir","cwdwt"
57.52,21.14,2.99,11.96,0,58,0.007304
114,208,2.99,11.96,0,176,0.007304
101.8,136.2,2.99,11.96,0,166,0.007304
52.2,154.9,2.99,11.96,0,54,0.007304
162.8,96.43,2.99,11.96,0,74,0.007304
200.5,140.5,2.99,11.96,0,47,0.007304
147.6,146.4,2.99,11.96,0,344,0.007304
45.06,72.56,2.99,11.96,0,77,0.007304
58.17,69.12,2.99,11.96,0,107,0.007304
21.66,61.77,2.99,11.96,0,23,0.007304
95.82,174.2,2.99,11.96,0,188,0.007304
50.08,127.5,2.99,11.96,0,232,0.007304
154.6,69.33,2.99,11.96,0,38,0.007304
203.1,66.12,2.99,11.96,0,205,0.007304
179.7,192.6,2.99,11.96,0,143,0.007304
179,143.1,2.99,11.96,0,297,0.007304
63.83,88.56,2.99,11.96,0,50,0.007304
113.2,34.29,2.99,11.96,0,91,0.007304
58.03,131.8,2.99,11.96,0,323,0.007304
170.6,122.8,2.99,11.96,0,252,0.007304
69.23,48.18,2.99,11.96,0,305,0.007304
155.2,20.16,2.99,11.96,0,160,0.007304
85.11,138.3,2.99,11.96,0,69,0.007304
58.7,175.9,2.99,11.96,0,132,0.007304
127.9,143.3,2.99,11.96,0,346,0.007304
131.3,62.48,2.99,11.96,0,317,0.007304
137.8,172.7,2.99,11.96,0,255,0.007304
91.62,185.8,2.99,11.96,0,40,0.007304
17.09,53.41,2.99,11.96,0,134,0.007304
153.4,193.3,2.99,11.96,0,97,0.007304
121.3,8.011,2.99,11.96,0,189,0.007304
24.61,160.7,2.99,11.96,0,299,0.007304
158.2,135.3,2.99,11.96,0,236,0.007304
156.2,45.84,2.99,11.96,0,271,0.007304
79.15,171,2.99,11.96,0,278,0.007304
84.65,82.07,2.99,11.96,0,339,0.007304
147.1,98.77,2.99,11.96,0,193,0.007304
17.33,42.03,2.99,11.96,0,190,0.007304
59.33,22.62,2.99,11.96,0,334,0.007304
105.2,196.9,2.99,11.96,0,325,0.007304
137,157.4,2.99,11.96,0,94,0.007304
40.06,17.05,2.99,11.96,0,315,0.007304
70.89,108.4,2.99,11.96,0,73,0.007304
112.2,155.4,2.99,11.96,0,286,0.007304
189.2,158.8,2.99,11.96,0,8,0.007304
103.5,120.2,2.99,11.96,0,18,0.007304
101.1,152.3,2.99,11.96,0,170,0.007304
108.7,197.9,2.99,11.96,0,129,0.007304
11.2,180.3,2.99,11.96,0,42,0.007304
61.58,187.3,2.99,11.96,0,167,0.007304
36.36,8.567,2.99,11.96,0,8,0.007304
189.2,184,2.99,11.96,0,239,0.007156
140.6,191.3,2.99,11.96,0,246,0.007156
158.3,197.4,2.99,11.96,0,348,0.007156
113.6,44.92,2.99,11.96,0,260,0.007156
57.06,119.3,2.99,11.96,0,307,0.007156
65.01,17.62,2.99,11.96,0,93,0.007156
150.4,135.3,2.99,11.96,0,162,0.007156
166.3,4.862,2.99,11.96,0,9,0.007156
115.9,33.85,2.99,11.96,0,68,0.007156
137.7,176.4,2.99,11.96,0,32,0.007156
2.923,82.21,2.99,11.96,0,238,0.007156
170.4,29.92,2.99,11.96,0,330,0.007156
135.6,80.93,2.99,11.96,0,75,0.007156
9.461,189.9,2.99,11.96,0,89,0.007156
72.09,55.01,2.99,11.96,0,263,0.007156
179.4,7.974,2.99,11.96,0,193,0.007156
27.22,34.5,2.99,11.96,0,36,0.007156
19.69,150.3,2.99,11.96,0,27,0.007156
175,24.84,2.99,11.96,0,119,0.007156
106.1,120.9,2.99,11.96,0,13,0.007156
79.63,87.86,2.99,11.96,0,215,0.007156
60.92,178.6,2.99,11.96,0,26,0.007156
206.9,69.99,2.99,11.96,0,334,0.007156
189.7,198.4,2.99,11.96,0,169,0.007156
75.42,81.81,2.99,11.96,0,277,0.007156
48.86,153.5,2.99,11.96,0,286,0.007156
93.04,42.15,2.99,11.96,0,65,0.007156
36.64,62.7,2.99,11.96,0,16,0.007156
148.7,102.6,2.99,11.96,0,74,0.007156
14.73,53.53,2.99,11.96,0,127,0.007156
181.9,156.5,2.99,11.96,0,47,0.007156
123.6,10.43,2.99,11.96,0,268,0.007156
56.2,178.4,2.99,11.96,0,187,0.007156
172.8,142.1,2.99,11.96,0,177,0.007156
184.7,82.92,2.99,11.96,0,295,0.007156
2.59,110.7,2.99,11.96,0,47,0.007156
68.54,132.5,2.99,11.96,0,154,0.007156
168.8,68.28,2.99,11.96,0,93,0.007156
117.6,113.9,2.99,11.96,0,137,0.007156
204.8,34.75,2.99,11.96,0,98,0.007156
115.1,11.67,2.99,11.96,0,266,0.007156
146.1,48.55,2.99,11.96,0,206,0.007156
98.31,109.1,2.99,11.96,0,269,0.007156
26.66,194.7,2.99,11.96,0,172,0.007156
38.55,51.99,2.99,11.96,0,268,0.007156
101,168,2.99,11.96,0,92,0.007156
94.55,26.29,2.99,11.96,0,182,0.007156
81.95,101.2,2.99,11.96,0,315,0.007156
173.3,173.6,2.99,11.96,0,295,0.007156
6.24,95.08,2.99,11.96,0,127,0.007156
68.25,67.6,2.99,11.96,0,220,0.007156
7.217,38.49,2.99,11.96,0,112,0.007156
115.1,44.87,2.99,11.96,0,230,0.007156
125.3,37.07,2.99,11.96,0,147,0.007156
190.1,128.4,2.99,11.96,0,4,0.007156
27.15,53.37,2.99,11.96,0,229,0.007156
30.61,205.9,2.99,11.96,0,295,0.007156
192.2,132.6,2.99,11.96,0,135,0.007156
31.11,206.5,2.99,11.96,0,286,0.007156
36.43,52.8,2.99,11.96,0,160,0.007156
120.2,199.6,2.99,11.96,0,344,0.007156
108.2,110.4,2.99,11.96,0,280,0.007156
20.04,204.3,2.99,11.96,0,190,0.007156
156.6,188.2,2.99,11.96,0,164,0.007156
96.96,19.94,2.99,11.96,0,12,0.007156
1.784,133.6,2.99,11.96,0,12,0.007156
161.9,10.43,2.99,11.96,0,27,0.007156
194.6,53.76,2.99,11.96,0,96,0.007156
22.63,27.32,2.99,11.96,0,89,0.007156
162.7,147.7,2.99,11.96,0,91,0.007156
103.2,55.59,2.99,11.96,0,319,0.007156
101.6,12.72,2.99,11.96,0,221,0.007156
37.66,159.2,2.99,11.96,0,55,0.007156
167.1,160.6,2.99,11.96,0,128,0.007156
65.42,10.1,2.99,11.96,0,275,0.007156
64.47,161.2,2.99,11.96,0,249,0.007156
165.1,155.2,2.99,11.96,0,56,0.007156
79.23,197.4,2.99,11.96,0,206,0.007156
22.31,110.3,2.99,11.96,0,62,0.007156
49.83,82.67,2.99,11.96,0,26,0.007156
180.9,11.74,2.99,11.96,0,295,0.007156
70.27,18.77,2.99,11.96,0,197,0.007156
134.8,11.36,2.99,11.96,0,115,0.007156
89.39,50.92,2.99,11.96,0,305,0.007156
100.6,46.72,2.99,11.96,0,316,0.007156
74.91,199.3,2.99,11.96,0,74,0.007156
152.7,41.76,2.99,11.96,0,183,0.007156
100.2,30.47,2.99,11.96,0,208,0.007156
132,54.81,2.99,11.96,0,329,0.007156
96.12,135.8,2.99,11.96,0,140,0.007156
75.47,160.5,2.99,11.96,0,314,0.007156
72.2,95.59,2.99,11.96,0,193,0.007156
122.1,193.3,2.99,11.96,0,149,0.007156
159.5,135.4,2.99,11.96,0,156,0.007156
118,163.2,2.99,11.96,0,196,0.007156
164.2,45.06,2.99,11.96,0,121,0.007156
137.2,42.5,2.99,11.96,0,331,0.007156
53.19,71.08,2.99,11.96,0,224,0.007156
134,133.2,2.99,11.96,0,53,0.007156
64.27,63.22,2.99,11.96,0,119,0.007156
155.7,8.453,2.99,11.96,0,356,0.007156
143.8,69.35,2.99,11.96,0,216,0.007156
105.1,17.61,2.99,11.96,0,61,0.007156
35.53,190.2,2.99,11.96,0,244,0.007156
131.6,155.7,2.99,11.96,0,284,0.007156
75.77,198.7,2.99,11.96,0,216,0.007156
100.6,16.38,2.99,11.96,0,86,0.007156
185.9,164.8,2.99,11.96,0,109,0.007156
198.3,163.6,2.99,11.96,0,137,0.007156
34.72,57.8,2.99,11.96,0,169,0.007156
130.1,81.86,2.99,11.96,0,18,0.007156
25.2,193.5,2.99,11.96,0,257,0.007156
14.86,144.4,2.99,11.96,0,18,0.007156
107.8,64.32,2.99,11.96,0,50,0.007156
53.6,88.83,2.99,11.96,0,92,0.007156
79.92,101.7,2.99,11.96,0,4,0.007156
112.1,208.3,2.99,11.96,0,84,0.007156
64.02,145.8,2.99,11.96,0,214,0.007156
110.8,18.69,2.99,11.96,0,92,0.007156
61.9,131.6,2.99,11.96,0,252,0.007156
131.7,108.5,2.99,11.96,0,112,0.007156
45.35,126.6,2.99,11.96,0,293,0.007156
101.3,25.06,2.99,11.96,0,256,0.007156
140.1,55.48,2.99,11.96,0,51,0.007156
145.3,66.39,2.99,11.96,0,292,0.007156
193.3,46.02,2.99,11.96,0,329,0.007156
107.9,135.9,2.99,11.96,0,234,0.007156
189.2,62.61,2.99,11.96,0,183,0.007156
141.8,198.8,2.99,11.96,0,12,0.007156
202.7,84.68,2.99,11.96,0,340,0.007156
65.64,186.7,2.99,11.96,0,211,0.007156
205.1,43.25,2.99,11.96,0,82,0.007156
104.1,135,2.99,11.96,0,103,0.007156
25.66,122.1,2.99,11.96,0,300,0.007156
32.97,194.3,2.99,11.96,0,58,0.007156
185.8,21.96,2.99,11.96,0,287,0.007156
146,173.1,2.99,11.96,0,116,0.007156
160.6,4.371,2.99,11.96,0,182,0.007156
204,74.46,2.99,11.96,0,344,0.007156
16.45,183.7,2.99,11.96,0,327,0.007156
60.74,21.36,2.99,11.96,0,310,0.007156
99,71.66,2.99,11.96,0,24,0.007156
167.2,4.413,2.99,11.96,0,36,0.007156
71.06,90.32,2.99,11.96,0,335,0.007156
120.2,64.3,2.99,11.96,0,93,0.007156
144.5,70.69,2.99,11.96,0,282,0.007156
150.7,101,2.99,11.96,0,138,0.007156
93.71,193.2,2.99,11.96,0,161,0.007156
160.9,132.2,2.99,11.96,0,309,0.007156
33.24,168.7,2.99,11.96,0,55,0.007156
102.9,157.4,2.99,11.96,0,95,0.007156
81.63,122.5,2.99,11.96,0,131,0.007156
154.3,147.4,2.99,11.96,0,208,0.007156
194.3,7.738,2.99,11.96,0,51,0.007156
30.71,131.7,2.99,11.96,0,159,0.007156
116.9,46.59,2.99,11.96,0,302,0.007156
0.7937,190.5,2.99,11.96,0,205,0.007156
13.17,174.2,2.99,11.96,0,8,0.007156
114.8,123.1,2.99,11.96,0,202,0.007156
158.6,66.6,2.99,11.96,0,77,0.007156
72.65,141.1,2.99,11.96,0,74,0.007156
127.8,85.37,2.99,11.96,0,127,0.007156
126,207.6,2.99,11.96,0,251,0.007156
69.94,2.384,2.99,11.96,0,227,0.007156
0.1137,32.41,2.99,11.96,0,240,0.007156
34.99,128.8,2.99,11.96,0,265,0.007156
188.7,64.52,11.99,38.94,0,330,0.374
10.67,175.4,11.99,38.94,0,209,0.374
22.62,113.2,11.99,38.94,0,194,0.374
78.42,66.73,11.99,38.94,0,256,0.374
77.81,204.9,5.99,23.96,0,235,0.05742
32.96,66.34,5.99,23.96,0,125,0.05742
62.11,85.17,2.99,11.96,0,283,0.007142
55.62,75.08,2.99,11.96,0,70,0.007142
61.47,0.8539,2.99,11.96,0,269,0.007142
158.7,69.82,2.99,11.96,0,279,0.007142
44.42,45.07,2.99,11.96,0,148,0.007142
65.61,7.739,2.99,11.96,0,69,0.007142
34.84,170.3,2.99,11.96,0,77,0.007142
106.1,205.4,2.99,11.96,0,20,0.007142
105,112,2.99,11.96,0,188,0.007142
47.4,83.25,2.99,11.96,0,112,0.007142
43.37,34.81,2.99,11.96,0,148,0.007142
35.6,0.1637,2.99,11.96,0,139,0.007142
38.26,51.6,2.99,11.96,0,317,0.007142
6.409,29.14,2.99,11.96,0,44,0.007142
130.4,103.2,2.99,11.96,0,290,0.007142
110,67.37,2.99,11.96,0,199,0.007142
102.8,156.7,2.99,11.96,0,216,0.007142
9.493,86.15,2.99,11.96,0,254,0.007142
38.06,185.8,2.99,11.96,0,35,0.007142
175.6,54.86,2.99,11.96,0,120,0.007142
6.239,85.55,2.99,11.96,0,146,0.007142
96.37,30.24,2.99,11.96,0,88,0.007142
21.77,31.6,2.99,11.96,0,208,0.007142
4.06,197.2,2.99,11.96,0,256,0.007142
170.9,183.6,2.99,11.96,0,166,0.007142
135.9,166.5,2.99,11.96,0,22,0.007142
194.6,151.9,2.99,11.96,0,47,0.007142
123.4,63.68,2.99,11.96,0,201,0.007142
160.5,174.1,2.99,11.96,0,56,0.007142
56.06,141.1,2.99,11.96,0,262,0.007142
101.1,64.64,2.99,11.96,0,142,0.007142
144.2,46.48,2.99,11.96,0,81,0.007142
15.42,78.46,2.99,11.96,0,91,0.007142
21.13,171.9,2.99,11.96,0,305,0.007142
84.05,130.5,2.99,11.96,0,113,0.007142
109.2,193.1,2.99,11.96,0,314,0.007142
82.23,112.5,2.99,11.96,0,160,0.007142
11.99,144.6,2.99,11.96,0,295,0.007142
68.24,203.4,2.99,11.96,0,208,0.007142
49.11,79.92,2.99,11.96,0,178,0.007142
178.5,98.29,2.99,11.96,0,191,0.007142
47.22,32.6,2.99,11.96,0,187,0.007142
88.15,147.7,2.99,11.96,0,124,0.007142
88.02,69.42,2.99,11.96,0,258,0.007142
200,181.7,2.99,11.96,0,61,0.007142
7.294,80.11,2.99,11.96,0,144,0.007142
27.7,114.2,2.99,11.96,0,82,0.007142
17.57,47.78,2.99,11.96,0,147,0.007142
134.1,114.7,2.99,11.96,0,277,0.007142
160.9,176.5,2.99,11.96,0,310,0.007142
31.04,56.05,2.99,11.96,0,356,0.007142
104,15.47,2.99,11.96,0,228,0.007142
78.2,201.7,2.99,11.96,0,1,0.007142
159,90.15,2.99,11.96,0,199,0.007142
95.07,162.5,2.99,11.96,0,205,0.007142
109.6,21.18,2.99,11.96,0,92,0.007142
169.1,118.6,2.99,11.96,0,342,0.007142
36.74,161.3,2.99,11.96,0,172,0.007142
158.8,48.6,2.99,11.96,0,343,0.007142
134.2,132.4,2.99,11.96,0,95,0.007142
35.07,99.33,2.99,11.96,0,190,0.007142
100.5,54.36,2.99,11.96,0,326,0.007142
136,120.5,2.99,11.96,0,132,0.007142
72.36,153.9,2.99,11.96,0,210,0.007142
127.8,168.9,2.99,11.96,0,206,0.007142
39.53,53.42,2.99,11.96,0,238,0.007142
194.2,166.3,2.99,11.96,0,10,0.007142
56.66,2.387,2.99,11.96,0,197,0.007142
38.06,189.9,2.99,11.96,0,69,0.007142
132.5,108.2,2.99,11.96,0,183,0.007142
116.3,171.3,2.99,11.96,0,14,0.007142
164.4,123.6,2.99,11.96,0,150,0.007142
7.999,30.22,2.99,11.96,0,193,0.007142
157.7,12.31,2.99,11.96,0,75,0.007142
97.43,14.3,2.99,11.96,0,198,0.007142
102.5,207.2,2.99,11.96,0,340,0.007142
170.5,152,2.99,11.96,0,24,0.007142
100.7,43.22,2.99,11.96,0,239,0.007142
166.9,71.96,2.99,11.96,0,26,0.007142
127.1,5.213,2.99,11.96,0,351,0.007142
161.8,167.7,2.99,11.96,0,226,0.007142
161.6,188.8,2.99,11.96,0,252,0.007142
165.1,49.74,2.99,11.96,0,19,0.007142
171.8,156.7,2.99,11.96,0,161,0.007142
174.6,143,2.99,11.96,0,58,0.007142
0.2766,56.36,2.99,11.96,0,192,0.007142
183.8,7.094,2.99,11.96,0,52,0.007142
60.27,145.7,2.99,11.96,0,49,0.007142
181.2,43.44,2.99,11.96,0,37,0.007142
86.34,165.2,2.99,11.96,0,143,0.007142
123.2,62.1,2.99,11.96,0,344,0.007142
124.7,39.2,2.99,11.96,0,308,0.007142
103,195.8,2.99,11.96,0,249,0.007142
78.34,64.86,2.99,11.96,0,199,0.007142
65.12,76.99,2.99,11.96,0,63,0.007142
137,4.194,2.99,11.96,0,244,0.007142
154.7,96.19,2.99,11.96,0,47,0.007142
194.7,88.83,2.99,11.96,0,303,0.007142
55.83,118.6,2.99,11.96,0,313,0.007142
181.6,172.4,2.99,11.96,0,10,0.007142
11.59,101.9,2.99,11.96,0,300,0.007142
149.7,40.22,2.99,11.96,0,180,0.007142
6.927,162.8,2.99,11.96,0,345,0.007142
154.9,34.88,2.99,11.96,0,54,0.007142
29.29,153.8,2.99,11.96,0,240,0.007142
6.881,21.2,2.99,11.96,0,350,0.007142
116.9,153,2.99,11.96,0,307,0.007142
17.14,110.4,2.99,11.96,0,110,0.007142
175.9,145.4,2.99,11.96,0,255,0.007142
60.46,119.8,2.99,11.96,0,343,0.007142
133,32.22,2.99,11.96,0,88,0.007142
79.52,199.4,2.99,11.96,0,220,0.007142
169.6,51.52,2.99,11.96,0,150,0.007142
188.4,208.2,2.99,11.96,0,150,0.007142
68.02,41.86,2.99,11.96,0,125,0.007142
159.3,177.1,2.99,11.96,0,1,0.007142
202.3,9.02,2.99,11.96,0,269,0.007142
70.67,191.2,2.99,11.96,0,60,0.007142
117,94.67,2.99,11.96,0,29,0.007142
188.7,70.44,2.99,11.96,0,211,0.007142
36.21,10.34,2.99,11.96,0,272,0.007142
131.2,145.3,2.99,11.96,0,260,0.007142
31.77,142.9,2.99,11.96,0,353,0.007142
5.433,107.3,2.99,11.96,0,188,0.007142
162.2,3.606,2.99,11.96,0,103,0.007142
75.36,77.84,2.99,11.96,0,238,0.007142
38.01,166.5,2.99,11.96,0,66,0.007142
120,21.99,2.99,11.96,0,105,0.007142
181.2,132.5,2.99,11.96,0,263,0.007142
93.54,80.56,2.99,11.96,0,127,0.007142
94.15,158.1,2.99,11.96,0,68,0.007142
140.2,105.3,2.99,11.96,0,275,0.007142
111.1,32.75,2.99,11.96,0,290,0.007142
13.57,88.89,2.99,11.96,0,332,0.007142
206.4,126.7,2.99,11.96,0,316,0.007142
5.204,12.39,2.99,11.96,0,314,0.007142
74.87,83.17,2.99,11.96,0,312,0.007142
69.87,136.6,2.99,11.96,0,85,0.007142
190.1,69.85,2.99,11.96,0,126,0.007142
206,119.8,2.99,11.96,0,286,0.007142
32.23,68.51,2.99,11.96,0,33,0.007142
148.4,44.57,2.99,11.96,0,30,0.007142
157.6,136.9,2.99,11.96,0,203,0.007142
39.66,8.703,2.99,11.96,0,230,0.007142
175.2,135.3,2.99,11.96,0,185,0.007142
179.6,95.76,2.99,11.96,0,209,0.007142
202,86.1,2.99,11.96,0,354,0.007142
22.84,191.1,2.99,11.96,0,225,0.007142
1.798,161.1,2.99,11.96,0,215,0.007142
7.006,42.34,2.99,11.96,0,108,0.007142
173.6,25.25,2.99,11.96,0,337,0.007142
88.46,170.6,2.99,11.96,0,11,0.007142
